date,open,high,low,close
2019-12-25,11542.52,11618.0,11415.78,11490.93
2019-12-26,11456.75,11621.98,11444.55,11609.62
2019-12-27,11602.77,11861.81,11565.91,11824.24
2019-12-30,11853.62,11928.33,11629.65,11703.41
2019-12-31,11656.78,11666.41,11584.74,11594.32
2020-01-01,11536.45,11882.43,11426.9,11770.65
2020-01-02,11799.78,11800.6,11749.78,11750.6
2020-01-03,11729.37,12021.53,11647.53,11938.24
2020-01-06,11924.2,11975.6,11833.79,11885.02
2020-01-07,11819.0,12274.32,11630.48,12081.61
2020-01-08,12057.02,12132.52,12028.55,12103.93
2020-01-09,12103.66,12220.73,12026.4,12143.22
2020-01-10,12177.16,12421.55,12115.51,12358.98
2020-01-13,12330.42,12376.23,12269.07,12314.82
2020-01-14,12376.2,12414.17,12155.46,12192.87
2020-01-15,12167.85,12254.24,12051.54,12137.71
2020-01-16,12112.86,12262.38,12054.05,12203.13
2020-01-17,12259.54,12305.55,11954.52,11999.55
2020-01-20,12007.17,12148.49,11947.9,12088.82
2020-01-21,12068.82,12186.65,11904.83,12022.2
2020-01-22,12016.61,12274.45,11923.25,12179.82
2020-01-23,12229.37,12292.16,11807.04,11867.98
2020-01-24,11920.3,12091.96,11600.94,11770.45
2020-01-27,11741.64,11831.39,11470.38,11558.73
2020-01-28,11557.25,11593.67,11422.63,11458.73
2020-01-29,11461.83,11523.66,11432.85,11494.59
2020-01-30,11460.63,11492.17,11445.02,11476.54
2020-01-31,11474.62,11751.87,11172.55,11449.18
2020-02-03,11449.36,11540.69,11342.51,11433.72
2020-02-04,11472.9,11478.03,11458.78,11463.91
2020-02-05,11505.51,11541.62,11306.38,11341.97
2020-02-06,11330.78,11459.94,11306.14,11435.08
2020-02-07,11427.74,11637.88,11314.15,11523.34
2020-02-10,11546.33,11609.64,11513.66,11576.88
2020-02-11,11556.58,11761.09,11449.02,11652.63
2020-02-12,11673.23,11728.8,11639.86,11695.37
2020-02-13,11692.28,11999.3,11658.67,11964.91
2020-02-14,11930.17,11974.66,11913.78,11958.24
2020-02-17,11923.96,11954.58,11892.07,11922.68
2020-02-18,11974.55,12210.79,11595.63,11829.0
2020-02-19,11823.45,12056.58,11469.41,11700.12
2020-02-20,11757.84,11798.02,11506.21,11545.66
2020-02-21,11527.88,11528.26,11437.53,11437.91
2020-02-24,11447.9,11526.6,11354.99,11433.59
2020-02-25,11515.95,11607.14,11389.39,11480.3
2020-02-26,11443.94,11573.6,11362.04,11491.36
2020-02-27,11426.12,11430.92,11394.76,11399.55
2020-02-28,11443.64,11545.03,11416.38,11517.6
2020-03-02,11489.07,11627.75,11477.75,11616.31
2020-03-03,11615.59,11626.3,11589.87,11600.56
2020-03-04,11580.19,11588.18,11514.21,11522.15
2020-03-05,11531.43,11615.7,11512.35,11596.51
2020-03-06,11563.49,11650.99,11537.8,11625.16
2020-03-09,11618.89,11695.9,11370.16,11446.03
2020-03-10,11461.48,11585.57,11318.17,11442.05
2020-03-11,11407.49,11585.81,11302.02,11479.67
2020-03-12,11455.58,11631.85,11196.2,11371.16
2020-03-13,11359.32,11486.41,11272.71,11399.49
2020-03-16,11350.73,11375.74,11198.28,11223.01
2020-03-17,11208.79,11444.4,11158.95,11393.74
2020-03-18,11397.8,11701.21,11254.42,11555.85
2020-03-19,11542.0,11723.3,11347.32,11528.4
2020-03-20,11519.02,11641.26,11457.3,11579.22
2020-03-23,11578.52,11595.66,11264.11,11280.8
2020-03-24,11258.63,11343.28,11058.9,11142.68
2020-03-25,11165.8,11262.78,11014.67,11111.17
2020-03-26,11159.14,11212.79,10932.48,10985.3
2020-03-27,10970.0,11093.86,10952.71,11076.39
2020-03-30,11092.53,11611.79,10813.6,11326.97
2020-03-31,11318.83,11348.82,11156.14,11185.78
2020-04-01,11198.05,11356.35,10930.91,11087.65
2020-04-02,11139.85,11258.04,11002.86,11120.85
2020-04-03,11137.83,11360.89,11101.76,11324.22
2020-04-06,11264.13,11362.18,11080.14,11177.44
2020-04-07,11192.67,11317.15,11088.29,11212.59
2020-04-08,11254.13,11594.94,11105.77,11444.06
2020-04-09,11436.46,11597.57,11084.13,11242.51
2020-04-10,11276.14,11295.98,11070.11,11089.63
2020-04-13,11066.69,11324.79,10784.96,11042.49
2020-04-14,10993.39,11026.33,10950.92,10983.83
2020-04-15,10988.48,11150.68,10925.24,11086.88
2020-04-16,11028.61,11144.04,11005.61,11120.84
2020-04-17,11112.84,11182.77,10841.53,10910.18
2020-04-20,10952.38,11058.71,10870.45,10976.6
2020-04-21,10913.89,11039.32,10786.05,10911.45
2020-04-22,10869.65,11076.88,10862.81,11069.92
2020-04-23,11035.7,11038.77,10995.11,10998.16
2020-04-24,10996.07,11029.79,10892.29,10925.78
2020-04-27,10913.8,11114.16,10795.93,10995.41
2020-04-28,11041.66,11175.5,10959.05,11092.51
2020-04-29,11124.31,11182.51,11093.66,11151.78
2020-04-30,11168.36,11175.04,10944.74,10951.29
2020-05-01,10956.08,11171.68,10805.99,11020.71
2020-05-04,11033.72,11161.79,10773.87,10900.39
2020-05-05,10872.24,10934.16,10871.1,10933.01
2020-05-06,10961.16,11152.27,10579.7,10767.43
2020-05-07,10731.57,10879.93,10676.86,10824.75
2020-05-08,10851.91,11016.71,10570.43,10733.42
2020-05-11,10771.69,11066.53,10297.49,10587.28
2020-05-12,10593.98,10743.87,10525.64,10675.01
2020-05-13,10669.37,10716.77,10660.34,10707.71
2020-05-14,10720.57,10828.24,10533.03,10639.89
2020-05-15,10548.94,10899.24,10467.18,10815.42
2020-05-18,10825.23,10858.59,10734.25,10767.43
2020-05-19,10763.77,10855.78,10683.62,10775.54
2020-05-20,10773.91,10854.36,10731.48,10811.79
2020-05-21,10834.73,10875.35,10702.36,10742.64
2020-05-22,10740.23,10805.18,10737.84,10802.78
2020-05-25,10765.89,10817.3,10692.56,10743.87
2020-05-26,10739.31,10740.67,10698.26,10699.61
2020-05-27,10701.78,10958.67,10610.05,10865.54
2020-05-28,10869.29,10913.47,10702.49,10746.17
2020-05-29,10751.4,10877.08,10346.52,10468.9
2020-06-01,10501.6,10845.79,10318.9,10660.33
2020-06-02,10625.66,11026.25,10569.12,10967.89
2020-06-03,10973.68,11028.57,10868.83,10923.48
2020-06-04,10965.83,10972.18,10691.29,10697.49
2020-06-05,10641.96,10671.59,10635.67,10665.28
2020-06-08,10671.03,10707.34,10599.82,10636.01
2020-06-09,10617.35,10619.69,10615.72,10618.06
2020-06-10,10606.25,10609.97,10489.33,10493.0
2020-06-11,10464.56,10580.59,10448.46,10564.34
2020-06-12,10558.97,10850.24,10339.91,10629.72
2020-06-15,10688.59,10865.51,10287.45,10460.59
2020-06-16,10420.99,10559.24,10407.48,10545.57
2020-06-17,10508.64,10845.85,10454.94,10790.71
2020-06-18,10748.65,10946.63,10618.3,10815.47
2020-06-19,10871.66,10916.72,10735.04,10779.72
2020-06-22,10764.78,10830.91,10701.09,10767.2
2020-06-23,10766.37,10984.92,10627.13,10844.66
2020-06-24,10831.56,10887.4,10589.54,10644.41
2020-06-25,10614.3,10739.11,10543.49,10667.94
2020-06-26,10660.42,10721.44,10565.65,10626.47
2020-06-29,10705.13,10892.23,10662.49,10849.02
2020-06-30,10894.42,10917.96,10809.18,10832.58
2020-07-01,10804.9,11162.27,10682.83,11037.57
2020-07-02,11059.04,11242.96,10727.32,10908.74
2020-07-03,10881.56,11111.0,10755.57,10983.83
2020-07-06,10925.45,11215.86,10738.23,11026.9
2020-07-07,11060.67,11166.52,10821.79,10926.36
2020-07-08,10964.45,11042.76,10873.86,10952.08
2020-07-09,10986.5,11261.33,10830.41,11103.57
2020-07-10,11087.93,11159.57,10997.01,11068.52
2020-07-13,11062.99,11259.13,10676.07,10868.77
2020-07-14,10893.25,10990.83,10773.63,10871.02
2020-07-15,10883.79,10998.77,10654.2,10767.95
2020-07-16,10755.24,10793.44,10693.65,10731.76
2020-07-17,10679.76,10744.12,10662.15,10726.43
2020-07-20,10730.09,10824.78,10438.33,10531.26
2020-07-21,10565.41,10708.23,10209.99,10349.89
2020-07-22,10312.77,10513.43,10209.39,10409.08
2020-07-23,10429.05,10433.02,10349.61,10353.55
2020-07-24,10363.85,10443.03,9992.63,10069.56
2020-07-27,10092.24,10241.62,10012.1,10160.93
2020-07-28,10187.55,10252.08,10131.01,10195.5
2020-07-29,10174.28,10240.31,10054.11,10119.8
2020-07-30,10070.83,10073.0,9976.1,9978.26
2020-07-31,9962.3,10102.94,9934.13,10074.45
2020-08-03,10101.36,10135.2,10083.47,10117.28
2020-08-04,10100.85,10576.36,9919.77,10390.1
2020-08-05,10368.49,10604.33,10207.72,10442.41
2020-08-06,10385.51,10512.91,10364.06,10491.24
2020-08-07,10546.55,10659.01,10364.47,10476.18
2020-08-10,10502.17,10711.37,10366.69,10574.96
2020-08-11,10599.41,10712.53,10539.37,10652.18
2020-08-12,10683.15,10854.49,10633.42,10804.19
2020-08-13,10822.9,10844.16,10725.59,10746.71
2020-08-14,10738.83,10889.65,10549.37,10699.64
2020-08-17,10694.38,10750.4,10591.88,10647.65
2020-08-18,10634.01,10807.98,10571.65,10744.98
2020-08-19,10830.24,10976.8,10781.79,10927.92
2020-08-20,10946.16,11030.0,10793.94,10877.25
2020-08-21,10862.12,10870.39,10822.63,10830.87
2020-08-24,10846.01,10958.76,10760.16,10872.71
2020-08-25,10839.78,10879.44,10808.06,10847.69
2020-08-26,10896.76,11174.09,10690.26,10966.28
2020-08-27,10944.55,10953.77,10693.25,10702.26
2020-08-28,10718.36,10830.37,10498.75,10609.62
2020-08-31,10643.61,10660.5,10506.21,10522.91
2020-09-01,10535.07,10660.39,10139.76,10261.83
2020-09-02,10264.74,10373.04,10050.51,10157.69
2020-09-03,10158.02,10251.09,9967.8,10059.97
2020-09-04,10058.27,10097.6,10002.5,10041.76
2020-09-07,10024.4,10253.37,9941.75,10169.52
2020-09-08,10155.81,10207.51,10094.56,10146.2
2020-09-09,10191.34,10238.24,9989.63,10035.82
2020-09-10,10032.55,10130.57,9935.53,10033.54
2020-09-11,10009.92,10202.44,9962.23,10154.07
2020-09-14,10138.35,10162.62,10025.61,10049.66
2020-09-15,10082.89,10138.64,9898.45,9953.48
2020-09-16,9973.68,10043.38,9949.25,10018.83
2020-09-17,10035.69,10074.67,9959.61,9998.45
2020-09-18,9990.73,10104.86,9960.06,10073.94
2020-09-21,10091.29,10111.36,10056.42,10076.46
2020-09-22,10057.03,10300.98,9916.07,10158.6
2020-09-23,10150.69,10166.04,10032.41,10047.61
2020-09-24,10076.88,10181.46,9945.99,10050.29
2020-09-25,10076.69,10126.29,9981.66,10031.04
2020-09-28,10001.53,10130.67,9773.88,9901.73
2020-09-29,9876.35,9972.14,9642.35,9736.78
2020-09-30,9739.96,9886.43,9668.51,9814.43
2020-10-01,9865.39,9939.6,9706.96,9780.53
2020-10-02,9724.49,9732.21,9667.35,9675.03
2020-10-05,9683.11,9735.49,9616.37,9668.67
2020-10-06,9628.84,9901.47,9522.48,9793.3
2020-10-07,9774.69,9801.19,9528.57,9554.49
2020-10-08,9544.05,9581.48,9365.36,9402.24
2020-10-09,9390.38,9562.45,9140.38,9311.0
2020-10-12,9296.1,9471.53,9290.32,9465.65
2020-10-13,9465.85,9501.07,9463.7,9498.91
2020-10-14,9483.67,9598.69,9468.41,9583.26
2020-10-15,9541.31,9718.15,9292.13,9467.61
2020-10-16,9489.78,9593.39,9253.33,9355.47
2020-10-19,9376.62,9470.41,9311.85,9405.43
2020-10-20,9429.25,9509.08,9335.51,9415.23
2020-10-21,9371.81,9518.8,9329.5,9476.02
2020-10-22,9484.52,9492.44,9452.36,9460.26
2020-10-23,9479.47,9557.82,9414.78,9493.05
2020-10-26,9463.72,9555.27,9422.04,9513.38
2020-10-27,9513.64,9629.1,9483.76,9598.96
2020-10-28,9595.61,9781.21,9503.71,9688.42
2020-10-29,9742.11,9844.71,9420.85,9521.12
2020-10-30,9576.25,9584.87,9284.0,9292.36
2020-11-02,9246.08,9542.1,9105.39,9399.08
2020-11-03,9469.67,9530.8,9465.39,9526.5
2020-11-04,9500.38,9523.89,9400.59,9423.91
2020-11-05,9451.68,9532.59,9157.7,9236.77
2020-11-06,9263.7,9291.21,9223.06,9250.53
2020-11-09,9222.94,9417.6,9155.75,9349.48
2020-11-10,9363.32,9555.72,9347.9,9540.01
2020-11-11,9536.93,9709.25,9426.56,9598.18
2020-11-12,9614.15,9733.88,9443.75,9562.84
2020-11-13,9569.46,9663.99,9379.56,9473.14
2020-11-16,9507.2,9607.26,9378.37,9478.12
2020-11-17,9480.26,9507.2,9423.89,9450.75
2020-11-18,9445.99,9570.32,9226.49,9349.55
2020-11-19,9380.35,9655.42,9293.13,9566.47
2020-11-20,9583.15,9818.81,9525.49,9760.09
2020-11-23,9781.54,9966.06,9703.1,9886.78
2020-11-24,9867.08,10017.42,9641.87,9791.05
2020-11-25,9760.4,9934.19,9714.33,9887.53
2020-11-26,9870.7,9995.14,9837.18,9961.32
2020-11-27,9942.79,10072.83,9884.32,10013.94
2020-11-30,10037.58,10179.55,10014.9,10156.6
2020-12-01,10186.39,10382.39,10036.59,10231.93
2020-12-02,10227.17,10383.23,10164.2,10319.69
2020-12-03,10364.08,10483.64,10277.11,10396.4
2020-12-04,10439.17,10473.67,10405.12,10439.62
2020-12-07,10447.24,10495.2,10193.88,10240.89
2020-12-08,10215.67,10278.27,10191.9,10254.41
2020-12-09,10302.99,10371.62,10128.03,10195.94
2020-12-10,10194.08,10208.54,10043.16,10057.43
2020-12-11,10061.24,10419.73,9893.96,10249.32
2020-12-14,10238.89,10577.67,10114.09,10450.3
2020-12-15,10422.44,10645.07,10389.93,10611.97
2020-12-16,10565.31,10648.43,10562.96,10646.06
2020-12-17,10666.29,10890.03,10587.05,10809.73
2020-12-18,10784.35,10923.03,10677.11,10815.49
2020-12-21,10915.21,10994.92,10764.79,10843.98
2020-12-22,10808.7,10816.07,10711.31,10718.61
2020-12-23,10678.25,10942.5,10507.05,10769.83
2020-12-24,10786.32,10892.93,10674.74,10781.3
2020-12-25,10830.87,11027.69,10438.95,10632.16
2020-12-28,10634.22,10641.72,10622.94,10630.43
2020-12-29,10648.69,10847.82,10426.66,10625.36
2020-12-30,10566.75,10899.97,10510.14,10841.88
2020-12-31,10819.87,11040.58,10733.78,10953.43
2021-01-01,10918.21,11023.17,10854.47,10959.19
2021-01-04,10897.07,11054.24,10836.98,10993.62
2021-01-05,10997.48,11028.02,10972.85,11003.37
2021-01-06,10929.58,11030.41,10882.64,10983.23
2021-01-07,10939.75,11002.29,10795.51,10857.57
2021-01-08,10840.09,10855.89,10828.09,10843.89
2021-01-11,10816.88,10855.85,10720.79,10759.56
2021-01-12,10772.36,10877.51,10513.2,10616.83
2021-01-13,10626.57,10712.24,10595.47,10680.98
2021-01-14,10709.66,10763.41,10677.65,10731.34
2021-01-15,10755.59,10772.44,10510.2,10526.7
2021-01-18,10562.78,10694.17,10385.89,10516.7
2021-01-19,10516.64,10729.36,10425.11,10636.78
2021-01-20,10646.47,11025.21,10389.87,10765.74
2021-01-21,10782.28,10935.05,10739.92,10892.27
2021-01-22,10896.9,10960.79,10837.43,10901.29
2021-01-25,10888.31,10902.51,10790.66,10804.75
2021-01-26,10793.98,10847.33,10628.19,10680.99
2021-01-27,10654.82,10832.19,10549.17,10725.84
2021-01-28,10739.42,10842.54,10672.09,10774.99
2021-01-29,10771.95,10989.47,10716.35,10933.03
2021-02-01,10911.3,11089.63,10892.5,11070.55
2021-02-02,11048.58,11225.44,10882.17,11058.88
2021-02-03,11018.8,11203.08,10730.41,10912.92
2021-02-04,10945.01,11083.59,10741.29,10879.03
2021-02-05,10881.6,10949.7,10841.43,10909.42
2021-02-08,10881.22,10926.92,10843.88,10889.55
2021-02-09,10916.0,10942.48,10798.62,10824.88
2021-02-10,10806.69,10906.64,10759.66,10859.38
2021-02-11,10813.65,10892.37,10725.02,10803.66
2021-02-12,10836.81,10985.62,10586.19,10733.57
2021-02-15,10716.29,10780.96,10710.09,10774.72
2021-02-16,10761.51,10814.91,10678.22,10731.47
2021-02-17,10732.8,10828.79,10668.83,10764.63
2021-02-18,10801.59,10842.35,10760.6,10801.35
2021-02-19,10802.0,10904.42,10569.9,10671.08
2021-02-22,10632.76,10664.88,10586.91,10618.99
2021-02-23,10636.33,10866.73,10563.26,10792.58
2021-02-24,10776.89,10781.61,10655.1,10659.76
2021-02-25,10720.31,10804.53,10336.76,10418.61
2021-02-26,10418.57,10442.22,10188.3,10211.48
2021-03-01,10143.24,10245.77,10116.51,10218.84
2021-03-02,10229.8,10292.52,10163.71,10226.41
2021-03-03,10286.24,10325.02,10178.74,10217.27
2021-03-04,10265.69,10380.18,10244.49,10358.79
2021-03-05,10415.85,10561.65,9921.83,10062.69
2021-03-08,10031.95,10257.6,9886.15,10110.65
2021-03-09,10138.36,10328.38,10100.47,10289.93
2021-03-10,10267.66,10341.33,10094.18,10167.13
2021-03-11,10173.97,10201.01,10101.87,10128.79
2021-03-12,10090.18,10159.53,9980.21,10049.27
2021-03-15,10029.86,10142.04,9843.54,9954.87
2021-03-16,9934.7,10058.1,9799.92,9923.18
2021-03-17,9949.97,10232.85,9803.35,10084.26
2021-03-18,10108.51,10326.12,10077.24,10294.27
2021-03-19,10302.82,10340.83,10222.55,10260.4
2021-03-22,10218.92,10568.02,10134.93,10481.87
2021-03-23,10472.08,10537.29,10425.04,10490.17
2021-03-24,10466.72,10810.87,10357.06,10698.78
2021-03-25,10726.73,10810.12,10608.96,10692.08
2021-03-26,10729.94,10803.28,10638.57,10711.79
2021-03-29,10745.79,10862.78,10642.38,10759.24
2021-03-30,10734.89,11185.87,10697.04,11146.58
2021-03-31,11055.34,11359.29,10953.84,11255.95
2021-04-01,11196.44,11238.44,11131.27,11173.18
2021-04-02,11220.94,11558.32,10961.82,11297.43
2021-04-05,11283.84,11295.83,11245.1,11257.06
2021-04-06,11231.73,11248.55,11184.29,11201.06
2021-04-07,11256.39,11400.24,11174.7,11318.09
2021-04-08,11361.13,11549.72,11138.48,11326.49
2021-04-09,11327.33,11482.01,11211.51,11365.8
2021-04-12,11355.8,11454.22,11273.8,11372.1
2021-04-13,11367.59,11544.66,11242.34,11418.85
2021-04-14,11426.63,11482.27,11421.33,11476.94
2021-04-15,11532.16,11635.06,11139.21,11239.49
2021-04-16,11253.74,11473.38,11108.04,11326.73
2021-04-19,11351.43,11422.66,11139.18,11209.52
2021-04-20,11248.91,11325.25,10962.59,11037.49
2021-04-21,10998.83,11195.18,10838.99,11034.82
2021-04-22,11059.84,11169.24,10940.13,11049.44
2021-04-23,11039.67,11040.21,10969.32,10969.85
2021-04-26,10887.36,11155.36,10808.38,11075.02
2021-04-27,11004.54,11040.96,10880.95,10917.08
2021-04-28,10883.78,11056.97,10699.65,10872.66
2021-04-29,10890.01,11093.85,10604.97,10807.26
2021-04-30,10810.95,10941.51,10675.54,10806.05
2021-05-03,10812.02,10929.82,10726.03,10843.58
2021-05-04,10907.23,11007.95,10629.25,10728.31
2021-05-05,10687.55,10818.74,10687.26,10818.46
2021-05-06,10817.56,10927.45,10720.51,10830.29
2021-05-07,10840.18,10880.17,10572.32,10611.47
2021-05-10,10588.05,10601.86,10375.9,10389.45
2021-05-11,10390.33,10492.35,10290.19,10392.2
2021-05-12,10342.43,10437.8,10275.93,10371.11
2021-05-13,10415.07,10417.93,10360.62,10363.47
2021-05-14,10342.3,10366.05,10340.67,10364.42
2021-05-17,10427.78,10452.81,10369.38,10394.33
2021-05-18,10393.31,10543.49,10357.66,10507.45
2021-05-19,10539.9,10546.66,10377.3,10383.96
2021-05-20,10382.3,10385.44,10251.95,10255.05
2021-05-21,10254.11,10348.71,10042.99,10136.51
2021-05-24,10118.77,10244.62,10047.37,10172.85
2021-05-25,10176.48,10405.89,10089.04,10317.24
2021-05-26,10327.09,10346.92,10252.79,10272.51
2021-05-27,10248.37,10275.0,9971.7,9997.68
2021-05-28,9993.93,10025.42,9785.02,9815.95
2021-05-31,9798.0,9980.72,9548.86,9730.31
2021-06-01,9797.67,9874.48,9598.82,9674.67
2021-06-02,9672.06,9729.68,9577.75,9635.15
2021-06-03,9679.92,9783.84,9539.58,9643.1
2021-06-04,9637.44,9678.0,9573.48,9613.93
2021-06-07,9621.42,9733.62,9617.28,9729.44
2021-06-08,9690.95,9854.16,9498.51,9661.22
2021-06-09,9648.27,9671.82,9550.48,9573.84
2021-06-10,9579.89,9733.22,9475.45,9628.26
2021-06-11,9674.18,9677.5,9467.52,9470.77
2021-06-14,9477.08,9550.04,9442.43,9515.26
2021-06-15,9554.84,9560.72,9523.94,9529.81
2021-06-16,9548.15,9619.39,9447.16,9518.17
2021-06-17,9564.76,9748.26,9507.06,9689.8
2021-06-18,9688.09,9771.98,9544.19,9627.56
2021-06-21,9696.84,9907.55,9642.35,9852.18
2021-06-22,9837.85,9846.48,9823.09,9831.71
2021-06-23,9809.13,9828.19,9679.6,9698.45
2021-06-24,9663.31,9770.49,9602.91,9709.8
2021-06-25,9777.93,9890.2,9489.14,9599.36
2021-06-28,9622.99,9705.62,9442.33,9524.12
2021-06-29,9514.58,9631.44,9453.12,9569.63
2021-06-30,9605.56,9753.89,9484.15,9632.15
2021-07-01,9652.04,9824.49,9399.28,9570.28
2021-07-02,9626.89,9704.61,9601.08,9678.66
2021-07-05,9633.82,9848.01,9593.15,9806.61
2021-07-06,9798.8,10084.31,9683.24,9966.76
2021-07-07,9952.94,10029.08,9952.84,10028.98
2021-07-08,9969.77,10230.24,9925.1,10184.6
2021-07-09,10217.05,10239.77,9957.85,9980.05
2021-07-12,9971.96,10066.35,9855.01,9949.19
2021-07-13,9971.29,10174.15,9658.13,9858.7
2021-07-14,9928.74,10011.48,9793.28,9875.58
2021-07-15,9865.12,9953.85,9729.32,9817.63
2021-07-16,9805.23,9880.97,9727.89,9803.62
2021-07-19,9807.11,10154.24,9668.49,10012.71
2021-07-20,10042.41,10134.53,9906.33,9998.04
2021-07-21,9981.05,10059.65,9969.15,10047.67
2021-07-22,10028.67,10031.89,10022.81,10026.04
2021-07-23,10057.89,10130.16,9966.27,10038.41
2021-07-26,10049.82,10128.53,9964.43,10043.09
2021-07-27,9981.67,10130.53,9948.3,10096.78
2021-07-28,10059.73,10254.54,10036.7,10231.12
2021-07-29,10277.31,10478.22,10222.25,10422.38
2021-07-30,10434.96,10479.43,10417.7,10462.13
2021-08-02,10438.23,10556.19,10416.65,10534.41
2021-08-03,10529.02,10530.0,10405.08,10406.05
2021-08-04,10406.46,10479.3,10327.36,10400.15
2021-08-05,10423.13,10664.8,10272.11,10512.49
2021-08-06,10469.74,10672.05,10415.79,10617.35
2021-08-09,10590.6,10721.61,10515.73,10646.35
2021-08-10,10655.07,10773.88,10636.33,10754.96
2021-08-11,10751.74,10884.89,10684.77,10817.51
2021-08-12,10836.08,11028.78,10773.72,10965.67
2021-08-13,10925.29,11021.61,10908.83,11005.03
2021-08-16,11016.82,11154.74,10829.15,10966.44
2021-08-17,11002.41,11043.22,10970.64,11011.43
2021-08-18,11027.52,11035.57,10658.6,10666.38
2021-08-19,10670.84,10763.82,10622.9,10715.69
2021-08-20,10712.61,10852.29,10163.99,10298.27
2021-08-23,10272.51,10315.89,10066.24,10108.92
2021-08-24,10106.74,10286.16,9984.61,10163.35
2021-08-25,10201.83,10244.65,10178.18,10220.96
2021-08-26,10217.31,10224.63,10087.91,10095.14
2021-08-27,10068.23,10151.21,9937.79,10020.38
2021-08-30,10005.59,10177.73,10004.54,10176.66
2021-08-31,10182.79,10183.96,10125.5,10126.67
2021-09-01,10115.33,10508.7,9993.63,10383.77
2021-09-02,10398.9,10448.28,10338.39,10387.71
2021-09-03,10404.02,10468.31,10374.42,10438.61
2021-09-06,10466.49,10668.86,10428.41,10630.18
2021-09-07,10675.68,10719.02,10606.54,10649.77
2021-09-08,10681.64,10736.28,10483.31,10537.21
2021-09-09,10507.72,10572.15,10464.36,10528.71
2021-09-10,10500.21,10545.67,10483.39,10528.8
2021-09-13,10526.4,10792.22,10114.04,10376.07
2021-09-14,10362.03,10406.23,10306.9,10351.05
2021-09-15,10315.76,10413.71,10173.47,10270.99
2021-09-16,10257.39,10533.74,10105.58,10380.11
2021-09-17,10365.35,10398.52,10355.07,10388.22
2021-09-20,10367.3,10511.93,10215.57,10360.1
2021-09-21,10350.29,10421.44,10281.01,10352.14
2021-09-22,10388.81,10389.0,10381.54,10381.73
2021-09-23,10387.94,10576.59,10268.74,10456.6
2021-09-24,10534.42,10685.27,10198.22,10346.37
2021-09-27,10351.67,10359.26,10225.1,10232.6
2021-09-28,10223.7,10366.09,10219.5,10361.84
2021-09-29,10361.97,10485.46,10196.1,10319.08
2021-09-30,10327.02,10387.14,10104.4,10163.56
2021-10-01,10176.84,10296.12,10098.43,10217.39
2021-10-04,10281.24,10339.81,10215.19,10273.71
2021-10-05,10247.69,10292.32,10062.2,10106.21
2021-10-06,10132.29,10191.48,10076.64,10135.81
2021-10-07,10142.13,10412.7,9953.16,10222.24
2021-10-08,10174.18,10273.34,10169.41,10268.53
2021-10-11,10292.3,10479.05,10158.24,10344.3
2021-10-12,10383.72,10531.41,10044.89,10189.82
2021-10-13,10163.65,10247.0,10147.84,10231.08
2021-10-14,10230.81,10312.3,10119.91,10201.16
2021-10-15,10148.5,10213.6,10086.1,10151.19
2021-10-18,10112.93,10423.44,9944.78,10252.97
2021-10-19,10285.25,10526.21,10185.74,10425.34
2021-10-20,10410.76,10732.55,10317.65,10637.41
2021-10-21,10602.09,11008.74,10393.86,10796.7
2021-10-22,10804.13,10873.19,10719.03,10787.99
2021-10-25,10771.09,10843.03,10762.37,10834.26
2021-10-26,10818.96,10971.95,10777.84,10930.4
2021-10-27,10954.67,11046.88,10857.2,10949.36
2021-10-28,10911.27,11168.34,10713.49,10969.51
2021-10-29,10939.75,11092.18,10921.58,11073.79
2021-11-01,11078.91,11285.17,10864.88,11070.99
2021-11-02,11103.24,11239.4,10852.2,10986.93
2021-11-03,11027.82,11196.75,10773.72,10941.33
2021-11-04,10919.52,11086.89,10855.53,11022.3
2021-11-05,11053.34,11118.41,10962.15,11027.07
2021-11-08,11001.16,11080.62,10993.43,11072.84
2021-11-09,11133.67,11165.15,11127.76,11159.22
2021-11-10,11121.33,11414.57,10824.61,11117.75
2021-11-11,11162.15,11321.42,11056.34,11215.11
2021-11-12,11193.04,11289.15,11170.49,11266.45
2021-11-15,11334.7,11396.19,11058.57,11118.9
2021-11-16,11138.64,11301.39,11138.49,11301.23
2021-11-17,11266.83,11277.76,11232.75,11243.65
2021-11-18,11226.05,11329.26,10943.66,11045.21
2021-11-19,11071.13,11081.5,10913.1,10923.34
2021-11-22,10957.89,11007.2,10757.03,10805.66
2021-11-23,10803.37,10847.37,10772.22,10816.19
2021-11-24,10817.64,10871.92,10733.84,10787.97
2021-11-25,10812.54,10946.95,10618.71,10752.37
2021-11-26,10756.63,10919.55,10667.94,10830.25
2021-11-29,10788.31,10881.99,10781.54,10875.17
2021-11-30,10848.68,11029.98,10736.81,10917.41
2021-12-01,10925.11,11029.05,10867.43,10971.12
2021-12-02,11011.2,11071.51,10989.92,11050.15
2021-12-03,11103.85,11128.51,10777.21,10801.19
2021-12-06,10826.48,10872.05,10716.98,10762.28
2021-12-07,10771.56,10860.26,10424.9,10511.45
2021-12-08,10535.09,10645.25,10409.83,10519.83
2021-12-09,10498.81,10676.41,10346.26,10523.5
2021-12-10,10518.67,10671.51,10496.92,10649.49
2021-12-13,10623.19,10933.44,10485.8,10793.84
2021-12-14,10753.48,10917.56,10658.8,10822.28
2021-12-15,10833.11,10870.66,10729.86,10767.18
2021-12-16,10773.17,10956.43,10646.52,10829.13
2021-12-17,10851.49,10887.75,10734.74,10770.73
